"","age","job","marital","education","credit_in_default","housing_loan","personal_loan","last_contact_type","last_contact_month","last_contact_day","last_contact_duration","n_contacts_this_campaign","days_since_last_contact","n_contacts_prev_campaign","prev_campaign_outcome","registered","married_or_not","education_category"
"4179",45,"technician - Valbom","married","professional.course","unknown","no","no","telephone","jul","wed",130,6,999,0,"nonexistent","no","married","unknown"
"4180",32,"services - Câmara de Lobos","married","high.school","no","no","no","cellular","aug","tue",205,1,999,0,"nonexistent","no","married","high school or less"
"4181",41,"blue-collar - Vila Baleira (a.k.a. Porto Santo)","married","unknown","unknown","no","no","telephone","may","mon",217,1,999,0,"nonexistent","no","married","unknown"
"4182",37,"services - Sines","married","high.school","no","yes","no","telephone","jun","thu",NA,1,999,0,"nonexistent","no","married","high school or less"
"4183",40,"entrepreneur - Agualva-Cacém","married","university.degree","no","yes","no","cellular","aug","mon",145,2,999,0,"nonexistent","no","married","university"
"4184",38,"blue-collar - Câmara de Lobos","married","high.school","no","no","no","telephone","may","fri",18,7,999,0,"nonexistent","no","married","high school or less"
"4185",31,"admin. - Espinho","married","high.school","no","no","no","telephone","may","mon",220,3,999,0,"nonexistent","no","married","high school or less"
"4186",NA,"admin. - Santana","married","unknown","no","no","no","cellular","jul","mon",270,3,999,0,"nonexistent","no","married","unknown"
"4187",35,"blue-collar - Mealhada","single","unknown","no","no","no","telephone","may","thu",NA,3,999,0,"nonexistent","no","not married","unknown"
"4188",NA,"admin. - Ermesinde","married","basic.9y","no","no","no","telephone","may","tue",259,1,999,0,"nonexistent","no","married","high school or less"
"4189",40,"technician - Câmara de Lobos","married","professional.course","unknown","no","no","cellular","nov","wed",291,2,999,0,"nonexistent","no","married","unknown"
"4190",46,"admin. - São Mamede de Infesta","married","","no","yes","no","cellular","aug","thu",164,1,999,0,"nonexistent","no","married","unknown"
"4191",42,"housemaid - Câmara de Lobos","married","basic.4y","unknown","yes","no","telephone","jun","fri",NA,5,999,0,"nonexistent","no","married","high school or less"
"4192",44,"housemaid - Vila Nova de Famalicão","married","basic.4y","unknown","yes","no","cellular","jul","wed",103,1,999,0,"nonexistent","no","married","high school or less"
"4193",36,"blue-collar - Trancoso","married","basic.6y","unknown","no","no","telephone","may","fri",378,2,999,0,"nonexistent","no","married","high school or less"
"4194",30,"entrepreneur - Trofa","divorced","basic.6y","no","no","yes","cellular","may","thu",NA,1,999,1,"failure","no","not married","high school or less"
"4195",49,"management - Santa Maria da Feira","married","professional.course","unknown","yes","no","telephone","may","tue",107,2,999,0,"nonexistent","no","married","unknown"
"4196",48,"services - Elvas","married","high.school","unknown","yes","no","telephone","jun","fri",NA,1,999,0,"nonexistent","no","married","high school or less"
"4197",32,"technician - Fátima","single","high.school","no","no","no","cellular","aug","tue",162,10,999,0,"nonexistent","no","not married","high school or less"
"4198",31,"technician - Ermesinde","single","university.degree","no","yes","no","telephone","may","fri",57,2,999,0,"nonexistent","no","not married","university"
"4199",34,"technician - Rio Tinto","married","university.degree","no","yes","no","cellular","may","thu",83,4,999,0,"nonexistent","no","married","university"
"4200",36,"blue-collar - Valbom","married","basic.6y","no","yes","no","telephone","may","wed",167,1,999,0,"nonexistent","no","married","high school or less"
"4201",25,"blue-collar - Agualva-Cacém","single","basic.4y","no","yes","yes","cellular","jul","tue",426,3,999,0,"nonexistent","no","not married","high school or less"
"4202",26,"services - São Mamede de Infesta","single","high.school","no","yes","no","cellular","jul","wed",75,10,999,0,"nonexistent","no","not married","high school or less"
"4203",41,"admin. - Vila Baleira (a.k.a. Porto Santo)","married","high.school","no","no","no","telephone","may","fri",312,1,999,0,"nonexistent","no","married","high school or less"
"4204",39,"blue-collar - Pinhel","married","basic.4y","unknown","no","no","telephone","may","tue",70,2,999,0,"nonexistent","no","married","high school or less"
"4205",59,"retired - Queluz","divorced","high.school","unknown","no","no","cellular","may","thu",97,2,999,1,"failure","no","not married","high school or less"
"4206",31,"admin. - Lagoa","single","university.degree","no","no","no","telephone","aug","mon",122,1,999,0,"nonexistent","no","not married","university"
"4207",40,"management - Valongo","married","high.school","unknown","no","no","telephone","may","fri",45,2,999,0,"nonexistent","no","married","high school or less"
"4208",48,"unemployed - Ponta Delgada","single","basic.9y","no","yes","no","cellular","apr","thu",228,1,999,1,"failure","no","not married","high school or less"
"4209",41,"admin. - Covilhã","married","basic.9y","unknown","yes","no","telephone","may","thu",161,1,999,0,"nonexistent","no","married","high school or less"
"4210",47,"management - Rio Tinto","divorced","university.degree","no","yes","no","telephone","may","fri",181,1,999,0,"nonexistent","no","not married","university"
"4211",32,"technician - Peso da Régua","single","high.school","no","yes","no","cellular","aug","fri",NA,2,999,0,"nonexistent","no","not married","high school or less"
"4212",34,"admin. - Santa Comba Dão","married","university.degree","no","no","yes","cellular","jul","tue",NA,4,999,1,"failure","no","married","university"
"4213",31,"admin. - Tondela","married","university.degree","no","no","no","cellular","aug","thu",NA,3,999,0,"nonexistent","no","married","university"
"4214",33,"admin. - Vila Franca de Xira","married","high.school","no","yes","yes","cellular","may","mon",NA,3,999,0,"nonexistent","no","married","high school or less"
"4215",51,"self-employed - Caniço","married","professional.course","unknown","yes","yes","telephone","may","tue",139,4,999,0,"nonexistent","no","married","unknown"
"4216",32,"technician - Valbom","single","university.degree","no","yes","no","cellular","aug","wed",158,5,999,0,"nonexistent","no","not married","university"
"4217",52,"admin. - Marinha Grande","divorced","university.degree","no","no","no","cellular","aug","wed",559,2,999,0,"nonexistent","no","not married","university"
"4218",27,"","single","university.degree","no","yes","no","cellular","jul","thu",170,4,999,0,"nonexistent","no","not married","university"
"4219",53,"technician - São Salvador de Lordelo","married","unknown","no","yes","no","telephone","may","tue",NA,2,999,0,"nonexistent","no","married","unknown"
"4220",34,"blue-collar - Guimarães","married","basic.9y","unknown","no","yes","telephone","may","fri",1245,19,999,0,"nonexistent","no","married","high school or less"
"4221",35,"blue-collar - Agualva-Cacém","married","basic.6y","no","no","no","cellular","may","thu",126,2,999,0,"nonexistent","no","married","high school or less"
"4222",45,"admin. - Tondela","","professional.course","no","yes","no","cellular","nov","fri",239,2,999,1,"failure","no","not married","unknown"
"4223",49,"technician - Vila Franca de Xira","","unknown","no","no","no","cellular","oct","thu",56,1,999,2,"failure","no","not married","unknown"
"4224",29,"blue-collar - Vila Nova de Foz Côa","married","basic.9y","no","yes","yes","telephone","jul","fri",437,7,999,0,"nonexistent","no","married","high school or less"
"4225",40,"entrepreneur - Esmoriz","married","basic.4y","unknown","yes","no","telephone","jun","tue",76,6,999,0,"nonexistent","no","married","high school or less"
"4226",35,"entrepreneur - Coimbra","married","high.school","no","no","no","telephone","may","fri",178,2,999,0,"nonexistent","no","married","high school or less"
"4227",30,"self-employed - Queluz","single","","no","no","no","telephone","oct","thu",172,1,999,0,"nonexistent","no","not married","unknown"
"4228",48,"blue-collar - Agualva-Cacém","married","basic.9y","no","yes","no","telephone","may","fri",167,2,999,0,"nonexistent","no","married","high school or less"
"4229",25,"student - Almada","single","high.school","no","no","no","cellular","aug","mon",159,2,10,4,"failure","no","not married","high school or less"
"4230",83,"retired - Santana","divorced","basic.4y","no","yes","no","cellular","sep","thu",405,3,999,0,"nonexistent","no","not married","high school or less"
"4231",48,"blue-collar - Agualva-Cacém","married","basic.4y","no","yes","no","telephone","may","wed",158,2,999,0,"nonexistent","no","married","high school or less"
"4232",50,"entrepreneur - Águeda","","unknown","unknown","yes","yes","cellular","jul","tue",163,1,999,0,"nonexistent","no","not married","unknown"
"4233",52,"admin. - Pinhel","divorced","basic.6y","no","yes","no","telephone","jun","wed",219,1,999,0,"nonexistent","no","not married","high school or less"
"4234",41,"","married","university.degree","no","yes","no","cellular","aug","fri",193,1,999,0,"nonexistent","no","married","university"
"4235",30,"technician - Gouveia","single","professional.course","no","no","no","cellular","aug","wed",NA,6,999,0,"nonexistent","no","not married","unknown"
"4236",34,"self-employed - Rio Tinto","single","university.degree","no","yes","no","cellular","jul","wed",NA,1,999,0,"nonexistent","no","not married","university"
"4237",45,"blue-collar - Elvas","married","basic.6y","unknown","yes","no","telephone","may","thu",NA,2,999,0,"nonexistent","no","married","high school or less"
"4238",39,"housemaid - Espinho","married","basic.4y","no","no","no","cellular","jul","wed",94,1,999,0,"nonexistent","no","married","high school or less"
"4239",37,"management - Barreiro","divorced","university.degree","no","yes","no","cellular","nov","thu",NA,4,999,0,"nonexistent","no","not married","university"
"4240",35,"technician - Odivelas","single","high.school","no","yes","no","telephone","jun","thu",NA,2,999,0,"nonexistent","no","not married","high school or less"
"4241",57,"management - Gouveia","married","university.degree","no","no","no","cellular","aug","tue",162,1,999,0,"nonexistent","no","married","university"
"4242",55,"admin. - Pinhel","married","high.school","no","yes","yes","telephone","may","mon",437,1,999,0,"nonexistent","no","married","high school or less"
"4243",27,"admin. - Barreiro","married","high.school","no","no","yes","cellular","nov","mon",62,7,999,0,"nonexistent","no","married","high school or less"
"4244",33,"technician - Anadia","married","university.degree","no","yes","no","cellular","aug","thu",101,4,999,2,"failure","no","married","university"
"4245",NA,"admin. - Águeda","married","high.school","no","no","no","telephone","jul","thu",487,9,999,0,"nonexistent","no","married","high school or less"
"4246",42,"blue-collar - Odivelas","married","basic.6y","unknown","yes","no","telephone","jun","wed",NA,2,999,0,"nonexistent","no","married","high school or less"
"4247",41,"self-employed - Rio Tinto","married","basic.4y","no","yes","no","telephone","jun","wed",NA,3,999,0,"nonexistent","no","married","high school or less"
"4248",56,"services - Loulé","married","high.school","unknown","no","no","cellular","may","fri",310,1,999,0,"nonexistent","no","married","high school or less"
"4249",26,"blue-collar - Vila Nova de Foz Côa","single","basic.9y","unknown","yes","no","telephone","may","wed",335,2,999,0,"nonexistent","no","not married","high school or less"
"4250",41,"unemployed - Alfena","married","basic.9y","no","yes","no","cellular","apr","mon",NA,1,999,0,"nonexistent","no","married","high school or less"
"4251",35,"student - Valpaços","single","high.school","no","no","no","telephone","may","mon",135,1,999,0,"nonexistent","no","not married","high school or less"
"4252",37,"technician - Funchal","married","basic.6y","no","no","no","telephone","jun","mon",NA,3,999,0,"nonexistent","no","married","high school or less"
"4253",49,"admin. - Rio Tinto","married","university.degree","unknown","no","no","telephone","may","fri",208,3,999,0,"nonexistent","no","married","university"
"4254",51,"","married","basic.9y","no","yes","yes","cellular","jul","thu",79,6,999,0,"nonexistent","no","married","high school or less"
"4255",39,"blue-collar - Fátima","married","basic.4y","unknown","yes","no","telephone","may","wed",85,1,999,0,"nonexistent","no","married","high school or less"
"4256",42,"blue-collar - Albufeira","married","basic.9y","no","no","no","cellular","jul","fri",143,2,999,0,"nonexistent","no","married","high school or less"
"4257",33,"technician - Lourosa","married","professional.course","no","yes","yes","telephone","may","wed",262,2,999,0,"nonexistent","no","married","unknown"
"4258",23,"blue-collar - Marinha Grande","married","professional.course","unknown","no","no","telephone","jun","wed",94,1,999,0,"nonexistent","no","married","unknown"
"4259",27,"self-employed - Costa da Caparica","single","university.degree","no","no","no","cellular","may","thu",185,1,999,0,"nonexistent","no","not married","university"
"4260",36,"blue-collar - Vila Nova de Famalicão","married","basic.9y","unknown","no","no","telephone","may","tue",46,1,999,0,"nonexistent","no","married","high school or less"
"4261",NA,"admin. - Gondomar","married","professional.course","no","unknown","unknown","cellular","jul","mon",127,6,999,0,"nonexistent","no","married","unknown"
"4262",28,"blue-collar - Gandra","single","basic.9y","no","no","no","telephone","jul","thu",NA,2,999,0,"nonexistent","no","not married","high school or less"
"4263",29,"services - Gondomar","married","high.school","no","no","no","telephone","jun","wed",209,2,999,0,"nonexistent","no","married","high school or less"
"4264",NA,"blue-collar - Machico","married","basic.6y","unknown","yes","no","telephone","jun","mon",NA,3,999,0,"nonexistent","no","married","high school or less"
"4265",28,"blue-collar - Rio Tinto","single","basic.9y","no","no","no","cellular","jul","thu",NA,3,999,0,"nonexistent","no","not married","high school or less"
"4266",38,"unemployed - Albufeira","single","university.degree","no","yes","yes","cellular","aug","tue",153,6,999,0,"nonexistent","no","not married","university"
"4267",56,"admin. - Funchal","married","university.degree","no","no","no","telephone","jul","fri",55,9,999,0,"nonexistent","no","married","university"
"4268",34,"technician - Sines","married","professional.course","no","no","no","cellular","aug","mon",187,1,999,0,"nonexistent","no","married","unknown"
"4269",31,"blue-collar - Esposende","single","basic.9y","no","yes","no","cellular","nov","thu",135,2,999,0,"nonexistent","no","not married","high school or less"
"4270",47,"unknown - Trancoso","married","unknown","unknown","no","no","telephone","jun","mon",139,3,999,0,"nonexistent","no","married","unknown"
"4271",NA,"admin. - Câmara de Lobos","married","university.degree","no","no","no","telephone","jun","fri",94,7,999,0,"nonexistent","no","married","university"
"4272",32,"blue-collar - Fátima","married","","unknown","no","no","telephone","may","tue",210,2,999,0,"nonexistent","no","married","unknown"
"4273",48,"admin. - Marinha Grande","divorced","","no","yes","no","cellular","may","thu",590,1,999,0,"nonexistent","no","not married","unknown"
"4274",37,"unemployed - Póvoa de Varzim","single","basic.9y","no","yes","no","telephone","jun","mon",144,1,999,0,"nonexistent","no","not married","high school or less"
"4275",46,"unemployed - Serpa","married","university.degree","no","yes","yes","cellular","sep","mon",161,1,999,0,"nonexistent","no","married","university"
"4276",41,"blue-collar - Évora","married","unknown","unknown","no","no","cellular","apr","fri",203,1,999,1,"failure","no","married","unknown"
"4277",40,"services - Trofa","married","basic.9y","no","no","no","cellular","jul","thu",228,1,999,0,"nonexistent","no","married","high school or less"
"4278",31,"technician - Gouveia","married","professional.course","no","yes","no","cellular","jul","wed",87,2,999,0,"nonexistent","no","married","unknown"
"4279",24,"unknown - Vila Baleira (a.k.a. Porto Santo)","single","university.degree","no","yes","yes","cellular","jun","tue",696,1,999,2,"failure","no","not married","university"
"4280",40,"services - Covilhã","married","high.school","no","yes","no","cellular","jul","wed",254,2,999,0,"nonexistent","no","married","high school or less"
"4281",35,"services - Viana do Castelo","divorced","high.school","no","no","no","cellular","apr","thu",NA,1,999,0,"nonexistent","no","not married","high school or less"
"4282",52,"blue-collar - Rio Tinto","single","","unknown","yes","no","telephone","may","thu",130,1,999,0,"nonexistent","no","not married","unknown"
"4283",52,"blue-collar - Costa da Caparica","","basic.9y","no","yes","no","telephone","may","wed",463,2,999,0,"nonexistent","no","not married","high school or less"
"4284",44,"blue-collar - Agualva-Cacém","divorced","","no","no","no","telephone","may","mon",55,2,999,0,"nonexistent","no","not married","unknown"
"4285",29,"admin. - Vila Nova de Foz Côa","married","high.school","no","yes","no","cellular","may","mon",106,1,999,1,"failure","no","married","high school or less"
"4286",41,"blue-collar - Esmoriz","divorced","basic.4y","no","no","yes","cellular","apr","thu",316,2,999,0,"nonexistent","no","not married","high school or less"
"4287",28,"admin. - Torres Vedras","single","high.school","no","no","no","telephone","jun","tue",132,5,999,0,"nonexistent","no","not married","high school or less"
"4288",37,"blue-collar - Ermesinde","single","professional.course","no","no","no","cellular","oct","wed",727,3,999,0,"nonexistent","no","not married","unknown"
"4289",39,"technician - Vila Real","single","professional.course","no","yes","no","cellular","aug","thu",142,1,999,0,"nonexistent","no","not married","unknown"
"4290",39,"entrepreneur - Elvas","married","basic.6y","unknown","yes","yes","telephone","may","mon",107,2,999,0,"nonexistent","no","married","high school or less"
"4291",31,"management - Maia","single","university.degree","unknown","yes","no","telephone","jun","fri",15,4,999,0,"nonexistent","no","not married","university"
"4292",36,"technician - Fafe","married","university.degree","no","yes","yes","telephone","may","mon",486,1,999,0,"nonexistent","no","married","university"
"4293",32,"","single","high.school","no","no","yes","cellular","jul","thu",81,2,999,0,"nonexistent","no","not married","high school or less"
"4294",21,"","married","basic.9y","no","no","yes","cellular","jul","wed",89,6,999,0,"nonexistent","no","married","high school or less"
"4295",31,"entrepreneur - Ílhavo","single","","unknown","yes","no","telephone","jun","fri",12,3,999,0,"nonexistent","no","not married","unknown"
"4296",43,"admin. - Oliveira de Azeméis","divorced","high.school","no","no","no","telephone","may","mon",974,1,999,0,"nonexistent","no","not married","high school or less"
"4297",37,"admin. - Albufeira","divorced","university.degree","unknown","yes","no","cellular","may","wed",291,8,999,1,"failure","no","not married","university"
"4298",42,"management - Esposende","married","","no","yes","yes","telephone","jul","wed",270,1,999,0,"nonexistent","no","married","unknown"
"4299",38,"blue-collar - Freamunde","married","high.school","no","no","no","telephone","apr","mon",340,1,999,0,"nonexistent","no","married","high school or less"
"4300",30,"services - Gouveia","","high.school","no","yes","no","cellular","may","fri",159,1,999,0,"nonexistent","no","not married","high school or less"
"4301",49,"services - Valpaços","divorced","basic.9y","no","yes","no","telephone","may","tue",259,1,999,0,"nonexistent","no","not married","high school or less"
"4302",51,"blue-collar - Anadia","married","basic.9y","no","no","no","telephone","may","wed",NA,1,999,0,"nonexistent","no","married","high school or less"
"4303",33,"blue-collar - Almada","married","basic.6y","no","yes","no","telephone","may","wed",134,1,999,0,"nonexistent","no","married","high school or less"
"4304",44,"admin. - Queluz","married","high.school","no","no","no","telephone","may","fri",465,1,999,0,"nonexistent","no","married","high school or less"
"4305",30,"technician - Santa Comba Dão","married","basic.9y","no","yes","no","telephone","may","thu",NA,7,999,0,"nonexistent","no","married","high school or less"
"4306",21,"management - Mealhada","single","university.degree","no","unknown","unknown","cellular","jun","tue",NA,1,999,0,"nonexistent","no","not married","university"
"4307",38,"services - Póvoa de Santa Iria","married","high.school","no","yes","no","telephone","may","fri",512,1,999,0,"nonexistent","no","married","high school or less"
"4308",NA,"unemployed - Guarda","married","high.school","no","yes","no","cellular","aug","thu",284,1,999,0,"nonexistent","no","married","high school or less"
"4309",26,"admin. - Oliveira do Bairro","single","high.school","unknown","no","no","cellular","may","thu",136,3,999,0,"nonexistent","no","not married","high school or less"
"4310",57,"technician - Covilhã","single","professional.course","unknown","yes","no","telephone","jun","wed",64,1,999,0,"nonexistent","no","not married","unknown"
"4311",31,"technician - Pinhel","married","university.degree","no","no","no","cellular","aug","wed",195,1,999,0,"nonexistent","no","married","university"
"4312",74,"retired - Gafanha da Nazaré","divorced","basic.4y","no","yes","yes","cellular","jul","wed",106,2,999,0,"nonexistent","no","not married","high school or less"
"4313",37,"technician - Tondela","married","high.school","unknown","yes","no","telephone","jun","tue",115,2,999,0,"nonexistent","no","married","high school or less"
"4314",30,"blue-collar - Covilhã","single","high.school","no","no","no","cellular","nov","thu",NA,1,999,0,"nonexistent","no","not married","high school or less"
"4315",39,"admin. - Vila Baleira (a.k.a. Porto Santo)","single","university.degree","no","yes","yes","cellular","aug","thu",48,8,999,0,"nonexistent","no","not married","university"
"4316",32,"blue-collar - Coimbra","","basic.9y","no","no","no","cellular","jul","mon",NA,3,999,0,"nonexistent","no","not married","high school or less"
"4317",31,"admin. - Rebordosa","single","high.school","no","yes","no","cellular","nov","wed",242,1,999,0,"nonexistent","no","not married","high school or less"
"4318",33,"housemaid - Pinhel","divorced","professional.course","no","yes","no","cellular","aug","thu",NA,1,999,0,"nonexistent","no","not married","unknown"
"4319",43,"admin. - Barcelos","divorced","high.school","no","yes","no","telephone","may","mon",150,8,999,0,"nonexistent","no","not married","high school or less"
"4320",28,"services - Agualva-Cacém","","high.school","no","no","no","cellular","jul","tue",413,1,999,0,"nonexistent","no","not married","high school or less"
"4321",38,"admin. - Funchal","single","high.school","no","yes","no","cellular","sep","fri",113,1,999,1,"failure","no","not married","high school or less"
"4322",48,"admin. - Câmara de Lobos","single","","no","no","no","cellular","jul","mon",472,3,999,0,"nonexistent","no","not married","unknown"
"4323",47,"admin. - Sines","married","high.school","no","yes","no","telephone","may","fri",352,3,999,0,"nonexistent","no","married","high school or less"
"4324",30,"blue-collar - Vila Nova de Santo André","","basic.9y","no","no","no","cellular","nov","wed",308,5,999,0,"nonexistent","no","not married","high school or less"
"4325",31,"blue-collar - Loures","married","basic.4y","no","no","no","cellular","may","thu",115,3,999,1,"failure","no","married","high school or less"
"4326",57,"blue-collar - Fafe","married","basic.9y","unknown","no","no","cellular","jul","tue",659,3,999,0,"nonexistent","no","married","high school or less"
"4327",NA,"admin. - Agualva-Cacém","married","university.degree","no","no","no","cellular","nov","fri",77,5,999,0,"nonexistent","no","married","university"
"4328",49,"","divorced","professional.course","no","yes","no","cellular","may","tue",130,3,999,0,"nonexistent","no","not married","unknown"
"4329",57,"retired - Pinhel","married","basic.4y","unknown","no","no","telephone","nov","mon",40,1,999,0,"nonexistent","no","married","high school or less"
"4330",NA,"admin. - Porto","married","university.degree","no","no","no","cellular","may","thu",NA,1,999,0,"nonexistent","no","married","university"
"4331",40,"admin. - Almeirim","single","high.school","no","yes","no","cellular","may","mon",NA,1,999,0,"nonexistent","no","not married","high school or less"
"4332",51,"blue-collar - Setúbal","divorced","basic.9y","no","yes","no","cellular","may","wed",314,4,999,1,"failure","no","not married","high school or less"
"4333",23,"services - Vendas Novas","single","basic.9y","unknown","yes","no","cellular","may","mon",NA,3,999,0,"nonexistent","no","not married","high school or less"
"4334",30,"admin. - Lamego","single","university.degree","no","no","no","cellular","may","thu",199,1,999,0,"nonexistent","no","not married","university"
"4335",54,"blue-collar - Tondela","married","professional.course","unknown","yes","yes","telephone","may","mon",198,3,999,0,"nonexistent","no","married","unknown"
"4336",32,"management - Ovar","married","high.school","no","unknown","unknown","cellular","may","thu",NA,1,999,1,"failure","no","married","high school or less"
"4337",34,"services - Câmara de Lobos","divorced","high.school","no","yes","no","cellular","jul","tue",317,3,999,0,"nonexistent","no","not married","high school or less"
"4338",53,"management - Portimão","married","university.degree","no","yes","no","cellular","nov","tue",244,2,999,0,"nonexistent","no","married","university"
"4339",46,"self-employed - Ponte de Sor","","","no","no","no","cellular","aug","wed",NA,3,999,0,"nonexistent","no","not married","unknown"
"4340",29,"management - Portimão","single","university.degree","no","yes","no","cellular","jul","mon",84,3,999,0,"nonexistent","no","not married","university"
"4341",53,"admin. - Elvas","married","","no","no","yes","cellular","aug","wed",NA,3,999,0,"nonexistent","no","married","unknown"
"4342",50,"blue-collar - Elvas","married","basic.4y","no","no","no","cellular","aug","wed",153,2,999,0,"nonexistent","no","married","high school or less"
"4343",NA,"admin. - Silves","married","basic.9y","no","yes","no","cellular","aug","tue",130,1,999,0,"nonexistent","no","married","high school or less"
"4344",52,"management - Silves","married","university.degree","no","yes","no","telephone","may","wed",27,10,999,0,"nonexistent","no","married","university"
"4345",27,"technician - Valpaços","single","basic.9y","no","no","no","cellular","apr","wed",34,3,999,0,"nonexistent","no","not married","high school or less"
"4346",36,"blue-collar - Valbom","married","basic.6y","no","yes","yes","cellular","may","thu",157,2,999,1,"failure","no","married","high school or less"
"4347",42,"blue-collar - Almada","married","basic.4y","no","no","no","cellular","may","mon",NA,1,999,0,"nonexistent","no","married","high school or less"
"4348",39,"technician - Covilhã","married","professional.course","no","no","no","telephone","jun","tue",NA,2,999,0,"nonexistent","no","married","unknown"
"4349",32,"blue-collar - Águeda","single","basic.9y","no","yes","yes","cellular","may","wed",179,1,999,0,"nonexistent","no","not married","high school or less"
"4350",43,"admin. - Loulé","single","high.school","no","no","yes","telephone","may","wed",171,5,999,0,"nonexistent","no","not married","high school or less"
"4351",36,"entrepreneur - Agualva-Cacém","","university.degree","no","yes","no","telephone","jun","tue",56,1,999,0,"nonexistent","no","not married","university"
"4352",46,"retired - Gondomar","married","university.degree","no","no","no","telephone","may","thu",334,2,999,0,"nonexistent","no","married","university"
"4353",29,"services - Vendas Novas","single","high.school","no","yes","no","cellular","nov","wed",146,3,999,1,"failure","no","not married","high school or less"
"4354",42,"services - Agualva-Cacém","divorced","basic.6y","no","no","no","telephone","jun","tue",239,1,999,0,"nonexistent","no","not married","high school or less"
"4355",30,"admin. - Caniço","single","","no","yes","no","cellular","nov","thu",769,4,999,0,"nonexistent","no","not married","unknown"
"4356",26,"blue-collar - Setúbal","married","basic.4y","no","no","no","telephone","jun","fri",NA,5,999,0,"nonexistent","no","married","high school or less"
"4357",31,"services - Agualva-Cacém","single","high.school","no","yes","no","cellular","nov","thu",45,1,999,1,"failure","no","not married","high school or less"
"4358",32,"","single","university.degree","no","no","no","cellular","aug","tue",NA,1,999,0,"nonexistent","no","not married","university"
"4359",35,"blue-collar - Ermesinde","single","basic.9y","no","no","no","cellular","jul","mon",53,3,999,0,"nonexistent","no","not married","high school or less"
"4360",NA,"services - Fafe","married","high.school","no","no","no","cellular","apr","thu",146,1,999,0,"nonexistent","no","married","high school or less"
"4361",24,"management - Almada","single","university.degree","no","yes","no","cellular","apr","thu",91,1,999,0,"nonexistent","no","not married","university"
"4362",41,"admin. - Agualva-Cacém","married","high.school","no","no","no","telephone","may","wed",254,2,999,0,"nonexistent","no","married","high school or less"
"4363",31,"blue-collar - Funchal","unknown","unknown","unknown","no","no","telephone","may","tue",NA,2,999,0,"nonexistent","no","not married","unknown"
"4364",31,"technician - Alfena","single","professional.course","no","yes","no","cellular","apr","mon",NA,1,999,1,"failure","no","not married","unknown"
"4365",36,"blue-collar - Oliveira do Bairro","married","basic.9y","no","yes","no","telephone","jul","thu",NA,2,999,0,"nonexistent","no","married","high school or less"
"4366",38,"admin. - Caniço","married","university.degree","no","yes","no","cellular","nov","mon",210,3,999,0,"nonexistent","no","married","university"
"4367",NA,"admin. - Vila Real","married","professional.course","no","yes","no","cellular","apr","thu",1087,2,999,1,"failure","no","married","unknown"
"4368",45,"blue-collar - Serpa","single","basic.9y","no","no","no","telephone","may","tue",643,2,999,0,"nonexistent","no","not married","high school or less"
"4369",NA,"retired - Gondomar","married","professional.course","no","no","no","cellular","aug","tue",NA,2,999,0,"nonexistent","no","married","unknown"
"4370",37,"blue-collar - Mealhada","single","professional.course","no","no","no","cellular","may","wed",84,2,999,2,"failure","no","not married","unknown"
"4371",56,"blue-collar - Mealhada","married","basic.4y","unknown","no","no","telephone","jul","wed",39,1,999,0,"nonexistent","no","married","high school or less"
"4372",30,"admin. - Esposende","married","university.degree","no","yes","yes","cellular","aug","tue",NA,3,999,0,"nonexistent","no","married","university"
"4373",NA,"self-employed - Câmara de Lobos","single","professional.course","no","yes","no","cellular","may","fri",NA,2,999,1,"failure","no","not married","unknown"
"4374",30,"blue-collar - Covilhã","married","basic.9y","no","no","no","telephone","may","wed",NA,2,999,0,"nonexistent","no","married","high school or less"
"4375",42,"management - Portalegre","divorced","university.degree","no","yes","no","cellular","jul","fri",215,2,999,0,"nonexistent","no","not married","university"
"4376",47,"technician - Espinho","divorced","high.school","no","yes","no","cellular","jul","thu",828,2,999,0,"nonexistent","no","not married","high school or less"
"4377",34,"blue-collar - Vila do Conde","married","basic.6y","unknown","yes","no","telephone","may","wed",NA,2,999,0,"nonexistent","no","married","high school or less"
"4378",NA,"technician - Silves","single","","no","yes","yes","cellular","jul","tue",105,2,999,0,"nonexistent","no","not married","unknown"
"4379",36,"admin. - Odivelas","divorced","high.school","no","no","no","cellular","nov","wed",NA,1,999,0,"nonexistent","no","not married","high school or less"
"4380",24,"services - Faro","single","university.degree","no","no","no","cellular","jul","thu",113,6,999,0,"nonexistent","no","not married","university"
"4381",50,"entrepreneur - Viseu","married","university.degree","no","yes","no","cellular","nov","thu",57,3,999,0,"nonexistent","no","married","university"
"4382",36,"technician - Trancoso","single","professional.course","no","yes","no","cellular","jun","tue",569,2,999,0,"nonexistent","no","not married","unknown"
"4383",54,"management - Vila Real","married","university.degree","no","yes","no","cellular","jun","wed",42,1,999,0,"nonexistent","no","married","university"
"4384",38,"admin. - Funchal","married","basic.6y","no","yes","no","cellular","jul","thu",17,3,999,0,"nonexistent","no","married","high school or less"
"4385",55,"unemployed - Portalegre","married","high.school","no","no","no","telephone","jun","fri",154,8,999,0,"nonexistent","no","married","high school or less"
"4386",38,"admin. - Albufeira","married","basic.6y","no","yes","no","telephone","may","thu",NA,1,999,0,"nonexistent","no","married","high school or less"
"4387",44,"blue-collar - Vila Franca de Xira","married","basic.6y","no","yes","yes","telephone","may","wed",NA,1,999,0,"nonexistent","no","married","high school or less"
